postId	message	Appreciation	Complaint	Feedback
108381603303_10151243014233304	GMOs in Hersheys candy?  GROSS Boycott starts now	0	1	0
108381603303_10151303526883304	better than M&M's	1	0	0
110455108974424_393919660627966	game stop is cool	1	0	0
110455108974424_467520039934594	for Madden13. will it come out on ps2 and psp?	0	0	1
110455108974424_476325402387391	how much r ur 3dses	0	0	1
110455108974424_505919126094685	I love you games	1	0	0
115568331790246_413879301959146	Me gusta Rite store.	1	0	0
115568331790246_538195622860846	reat Group of people	1	0	0
117497138610_10150472513313611	I shop at CVS.	0	1	0
117497138610_10150509535733611	Please sponsor SFHR. Indy car needs good sponsors.	0	0	1
117497138610_10150582922673611	Have a great weekend!	1	0	0
117497138610_10150644242908611	WALLGREEN GOOD - 99c STORE BETTER	1	0	0
117497138610_10150648681213611	Need a unlike button!!!	0	1	0
117497138610_10150684686633611	Happy Easter to Walgreens	1	0	0
117497138610_10150939145848611	How much is coffee	0	0	1
117497138610_10151001207788611	"I love you,walgreens"	1	0	0
117497138610_10151043170253611	I can has free 8x10?	0	0	1
117497138610_10151207298118611	Is your site down?	0	0	1
124728879505_10150873943029506	What's lining your cans?	0	0	1
124728879505_10151360167134134	Homer and his soup can...mmm mmm good.	1	0	0
126016648090_10150948152708091	i hope you choke	0	1	0
126016648090_10151065180988091	Thank you for making the change. Great news!	1	0	0
12699262021_10150614819277022	Best Buy is awesome.	1	0	0
129945096760_10150524615461761	OMG smoothy shakers!! Can't wait to try them!!	1	0	0
129945096760_10150579107631761	i love the fruit	1	0	0
129945096760_10150883662761761	The link doesn't work	0	1	0
129945096760_10151103685981761	stop killing for money	0	1	0
147285781446_10151135513526447	thank you for making the first step....for our children....for our country....God Bless You	1	0	0
147285781446_10151135569076447	Way to go DICK!	1	0	0
152789358067261_426063020739892	i love this bank	1	0	0
152789358067261_526373580708835	Is the website down?	0	0	1
159616034235_10150577237559236	I Like Walmart Too!!!!	1	0	0
159616034235_10150623910464236	i like walmart too	1	0	0
159616034235_10150646262329236	do you sal beyblade	0	0	1
159616034235_10150668494739236	I LIKE WALMART TOO!	1	0	0
159616034235_10150676832589236	i love u guysssssssssssssssssss	1	0	0
159616034235_10150706851894236	Don't sell GMO corn!	0	0	1
159616034235_10150737289959236	Walmart is the devil	0	1	0
159616034235_10151068251879236	"I love you, Walmart."	1	0	0
159616034235_10151112297699236	I love you walmart!	1	0	0
159616034235_10151223187429236	i love you walmart	1	0	0
159616034235_10151315271849236	walmart is the devil	0	1	0
159616034235_233741713399428	"Hey Walmart, Streisand Effect?"	0	0	1
163478290365055_373249206054628	"great place,good people"	1	0	0
163478290365055_384533361592879	always been very helpful	1	0	0
163478290365055_404330192946529	I want that gas!	1	0	0
163478290365055_466548823391332	Woo...you opened a can of worms! Hire that hero worker back!	0	1	0
163478290365055_466866966692851	SHOP AT PEP BOYS!  They don't fire heroes!	0	1	0
17648521247_10151074773891248	Going to kohls today!!! Love tax free weekend!!!!	1	0	0
17648521247_10151272979456248	ready to be picked	0	1	0
179590995428478_293084774079099	BofA  stole my money!	0	1	0
179590995428478_309320205788889	To BofA. You are not a good bank....	0	1	0
179590995428478_345495372171372	"You suck, I'm out."	0	1	0
179590995428478_372973276090248	This is my bank! And I love it.	1	0	0
179590995428478_388371884550387	I love my Bank <3	1	0	0
179590995428478_406291602758415	Loving the cashback deals!!	1	0	0
179590995428478_419943514726557	Thanks for your support......	1	0	0
179590995428478_421677744553134	THANKS FOR NOTHING!! YOU CAN HAVE THE HOUSE!!	0	1	0
179590995428478_422099681177607	You guys are cool!	1	0	0
179590995428478_427375537316688	Approve my short sale!	0	0	1
179590995428478_437837879603787	fix the online banking!!!!!	0	1	0
199504650087085_324827707554778	"PURE GREED, NO SHAME."	0	1	0
199504650087085_348551091849106	Merger has killed service.	0	1	0
199504650087085_428638193840395	stop shipping the monkeys.	0	0	1
21493231379_10150988460281380	todo ami me gusta	1	0	0
21493231379_10151141879731380	Is the website down?	0	0	1
21493231379_10151200932926380	is your website down?	0	0	1
260431051694_4628930523315	when the will produce?	0	0	1
313163945066_10151071471205067	love my us banks..........	1	0	0
313163945066_10151206084225067	US Bank up and  working for me.......great techs at USBank.  Thanks	1	0	0
56805881344_10150456981516345	Any contest this year?	0	0	1
56805881344_10150557530536345	Looking for chicken recipes?	0	0	1
56805881344_10150584121311345	happy 100th oreo love ya!	1	0	0
56805881344_10150861949501345	WE love your cookies!	1	0	0
56805881344_10150928064011345	I like Kraft Foods	1	0	0
56805881344_10151048802561345	SO LOVE THIS WEBSITE!!!	1	0	0
56805881344_10151163833964469	Please bring this back!!	0	0	1
56805881344_317666254954460	PLEASE bring this back!	0	0	1
60686173217_10150730926078218	Memphis is the best!	0	1	0
60686173217_10151126865543218	Does Kroger double coupons.	0	0	1
60686173217_10151155892423218	No online ad zip 42501	0	1	0
60686173217_10151227545838218	THANK YOU FOR HAVING MY CAR KEYS!!!! Concord Brentwood. ;-)  LIFE IS GOOD!	1	0	0
63445693036_10150594555058037	Great store awsome sales	1	0	0
63445693036_10150801255198037	I like Macy's too.	1	0	0
63445693036_10151042184713037	I'm a Macy's woman!	1	0	0
63445693036_10151061889273037	shannon ford likes macy's	1	0	0
63445693036_10151143861293037	How much does Justin Biebers fragrance costs? #Girlfriend	0	0	1
63445693036_10151165218498037	Have to love Macy's	1	0	0
63445693036_10151168216608037	"You've lost me, Macy's."	0	1	0
63445693036_10151169509298037	omg i love Macys	1	0	0
6806028948_10150633839658949	Thanks for the invite.	1	0	0
6806028948_10150640638813949	i like south west	1	0	0
6806028948_10150691383743949	We just booked are flight! Come on June!!!	1	0	0
6806028948_10150758718878949	The St. Patricks discount code is not working.	0	1	0
6806028948_10150794387358949	When are Dec. and beyond fares coming out?	0	0	1
6806028948_10150957147138949	I love Southwest Airlines~	1	0	0
6806028948_10151085348233949	Thanks Southwest 1 1/2 hour delay	0	1	0
6806028948_10151168896323949	SWA Makes me happy!	1	0	0
6806028948_10151169055838949	Southwest is the best!	1	0	0
6806028948_10151357311118949	You Gotta Luv It	1	0	0
7003656077_10150507426841078	Tickets to NOLA booked!	1	0	0
7003656077_10150622608851078	hAAppy Friday everyone. Buckle up and safe flying!	1	0	0
7003656077_10150732535101078	This air line is the worst. Never again	0	1	0
77978885595_10151557902950596	I think I'm in your atleast once a week always shopping for my 3 Babies !!! Doggies that is !!! Great products ..... Great Store!!!!! Thank you ......Brenda	1	0	0
77978885595_10151865287000029	Molly didn't like Pirate mouse...but Lily did.	0	1	0
77978885595_10151905731140596	wouldnot give me coupon .	0	1	0
77978885595_3648086793336	We love Pet Smart!!!	1	0	0
8103318119_10150623247858120	what target are you	0	0	1
8103318119_10150675707693120	I like target too.	1	0	0
8103318119_10150676602138120	how come I can't access to target.com?	0	0	1
8103318119_10150712452368120	love shopping at target	1	0	0
8103318119_10150723894588120	Free beauty bag please	0	1	0
8103318119_10150736775483120	they are just awesome	1	0	0
8103318119_10150754423573120	Love the new ad & all the colors!!!! <3 Target!!!!!!!!!	1	0	0
8103318119_10150770871448120	Wal-Mart is better :p	0	1	0
8103318119_10150917108098120	wallie world all day!!!!!	0	1	0
8103318119_10151016086908120	Target sucks wallmart  rules	0	1	0
8103318119_10151060759143120	I LOVE MY TARGET	1	0	0
8103318119_10151138479008120	"Target,are you sassy?"	0	0	1
8103318119_10151160205338120	Shop Target...because Wal-Mart is just too mainstream.	1	0	0
8103318119_10151194696618120	Free beauty bag please.	0	0	1
8103318119_10151262147038120	Your page is cancer.	0	1	0
8103318119_10151267267783120	Where's the target lady???	0	0	1
92979593115_10150636389923116	Any cvs in Yonkers ?	0	0	1
92979593115_10150646939123116	Love cvs great deals :))	1	0	0
92979593115_10150666394083116	Wow!  Check out these awesome deals from CVS!   Thank you Semmes Savers!	1	0	0
92979593115_10150994934568116	"Nope, still not working!"	0	1	0
92979593115_10150997648128116	still not working 7:47 pm	0	1	0
92979593115_10151104902308116	I love coupons thanks!!!!	1	0	0
63445693036_10151039108838037	I am a Macy's Girl!!! I luv the shoe Dept!! And of course all the clothing Depts. !!!	1	0	0
100488814000_10151117910019001	Kellogg's....YOU know what is in our food BUT we don't....Label GMOs.	0	1	0
12699262021_10151170361512022	BEST BUY... EXCUSE ME I MEANT WORST BUY!!!!!!!!!!!! YA'LL MAKE ME SICK TOO	0	1	0
159616034235_10150579111439236	EVIL!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Because south park said so. but their knock-off mountain dew is good	0	1	0
7003656077_10150551531221078	Upgrades cleared 72 hours before our flight.  That's what I'm talking about.  Thanks guys!	1	0	0
77978885595_10151669812770596	"When does the Mt. Pleasant, MI store open? When will the hiring begin???"	0	0	1
108381603303_4113918171039	"<3 Thanks, Hershey's, for being so awesome. nom nom nom"	1	0	0
117497138610_10150509126403611	Support SFHR! Great group of people to get behind!	0	1	0
117497138610_10150734367458611	I want Texas Roadhouse gift cards at Walgreens!  Please!	0	0	1
125472670805257_522953751057145	Passbook iphone app with iphone 5 support? Yes please :-) Thanks..	0	1	0
147285781446_10151143205966447	Unlike..Never Spending A Dime In Your Stores Again..	0	1	0
151901268159778_571915246158376	Biggest mistake ever! Jump through hoops all the time.	0	1	0
159616034235_10150948601894236	"Your Grandma wouldn't like you ""liking"" Walmart. Ha Ha!"	0	1	0
17648521247_10150586320031248	Do you have any coupons for today? Thank you!	0	0	1
17648521247_10151037449676248	Great place to buy men's clothing. Love Kohl's sales.	1	0	0
179590995428478_383592191695023	this is one of the worst banks ever...theifs!	0	1	0
56805881344_10151073553941345	Yum!  Even Kraft is getting into the fall recipes!	1	0	0
60686173217_10150594599228218	Great video by Kroger on our event!!  Thank You!	1	0	0
60686173217_10150910603043218	Thanks for fixing my problem Kroger...you are AWESOME!	1	0	0
63445693036_10151168099513037	Get rid of Donald Trump. Better yet he secede	0	1	0
77978885595_10151446427000596	How do I play the 'flip for grain-free sweepstakes?'	0	0	1
77978885595_10151946786555596	how come the 6 frozen pinkies' price goes up ? almost 2times	0	1	0
8103318119_10150987792368120	U wanna hit th Bull's eye? Go to Target?	1	0	0
92979593115_10150949027938116	"""LOOKING GOOD!"" means finding the right product at CVS!"	1	0	0
12699262021_10151268983462022	Bestbuy your 32gb SD card (sandisk) for 169.00 is a 100.00 over priced. B&H Photo Video sells the same one for 64.50...please check and make sure this isn't a mistake.	0	1	0
17648521247_10150534237006248	i love KOHL'S...expect GREAT things...the more you KNOW the more you KOHL'S	1	0	0
179590995428478_439383069449268	Why is the site and iPad app not working?!?!?! Ugh!! It's been three days!!!	0	1	0
7003656077_10150913182131078	Stupid VISA .. Now I Wont  Be Able To Fly On The New 737 For Summer.. :(	0	1	0
92979593115_10150867507953116	I didn't get my free body wash...I checked my email and nothing!! Thanks!	0	1	0
151262458516_10151152042513517	wish I had thought of it earlier!!  I need a LITTLE kids table!!  ya'll still stock them? toddler size?	0	0	1
117497138610_10150644344983611	i think we go wlgreens almost every day. my husband is sick. he takes over21 pills. i guess walgreens is my 2 home. thank you walgeens	1	0	0
100488814000_10150544680119001	i <3 the new cereal KRAVE!!!!!!!	1	0	0
100488814000_10150695537544001	I eat KELLOGG'S every morning!	1	0	0
100488814000_10150780722504001	Kellogg's need a Twitter account!	0	0	1
100488814000_10150910373424001	I like kellogs corn pop	1	0	0
100488814000_10150994182104001	NO GMOS! No more Kellog's products in my shopping cart.	0	1	0
100488814000_10151044695114001	Just Say NO to GMO!	0	1	0
100488814000_10151061966519001	Please label GMOs now.  It's the right thing to do.	0	0	1
100488814000_10151225595899001	I miss the Prize Pantry!	0	0	1
102621172007_10151376477802008	Miss the music>WHAT HAPPENED<	0	0	1
108381603303_10150562363443304	LOVE HERSHEY'S W ALL MA HEART  BEST STUFF ON EARTH!!! <33333	1	0	0
108381603303_10150829424258304	I like cookies 'n' cream!!	1	0	0
108381603303_10150968156073304	Hershey's is very very goooood!	1	0	0
108381603303_10150997485288304	dear hersheys I LOVE YOU!!!	1	0	0
108381603303_10151158706463304	Please bring back the s'mores candy bar!! I loved it.	0	1	0
108381603303_10151168974713304	NO GMO'S IN OUR FOOD!!!!!!	0	1	0
108381603303_10151312116258304	How much is the Hersheyetts?	0	0	1
108381603303_10151342335348304	Wyman and I love Hershey	1	0	0
108381603303_10151389202028304	"Bring back the Twerpz, please..."	0	0	1
108381603303_366752110045779	me with my hershey cake :)	1	0	0
110455108974424_380489908637608	U guys r so cool!!!!!!!!!!!	1	0	0
110455108974424_438331506186781	do u still have ps2s games??	0	0	1
110455108974424_448928511793747	hope i get the job	0	1	0
110455108974424_473257152694216	how old is Samus Aran?	0	0	1
110455108974424_488601707826427	How Much Is A Xbox 360 ?	0	0	1
110455108974424_501553483197916	Wat u Got for GTA 5???	0	0	1
110455108974424_533165936703337	put gfuel in your stores	0	0	1
115568331790246_356358717711205	"Good Store, very friendly workers"	1	0	0
115568331790246_487592747921134	A great place to shop.	1	0	0
117497138610_10150606924893611	Keep up the good work.	1	0	0
117497138610_10150618398773611	Where did my post go	0	0	1
124728879505_10150561631049506	GOTTA LOVE CAMPBELLS MMMMMM GOOD :-)	1	0	0
124728879505_10150875809769506	"Change your can linings, please."	0	0	1
125472670805257_526862337332953	"Delta sucks!  Way to treat that Marine, nice job jerks!"	0	1	0
12699262021_10150571672522022	does Best Buy price match?	0	0	1
12699262021_10150575014847022	thank you again Best Buy..	1	0	0
12699262021_10151138401822022	I hate u stupid store	0	1	0
12699262021_10151235421517022	Does Best Buy repair Ipods?	0	0	1
129945096760_10150555264646761	Tasty way to keep slim!	1	0	0
129945096760_10150601672251761	This is great - many prizes	1	0	0
129945096760_10150855869721761	what about the tar sands?	0	0	1
129945096760_10150902503526761	any coupons for your frruit	0	0	1
129945096760_10150931579651761	I miss Dole Ltd....I want to work there again...	1	0	0
147285781446_10150649444666447	WHERE DO WE SIGN UP FOR THE 1000.00 DREW BREES CONTEST	0	0	1
147285781446_10151137128276447	i am done with you.	0	1	0
151262458516_10150921044038517	i always like shopping there.	1	0	0
151901268159778_481098798573355	Why is your website down?	0	1	0
151901268159778_511271112222790	Do U give free checks?	0	0	1
159616034235_10150597763839236	I Love me some WALMART--- ;-)	1	0	0
159616034235_10150625090649236	Where is the dislike button?	0	1	0
159616034235_10150674393164236	I go to Walmart alot.	1	0	0
159616034235_10150679032129236	i do not like walmart.	0	1	0
159616034235_10150729069544236	lisa   joyner      like walmart too.	1	0	0
159616034235_10150783083469236	Never a button for Dislike!	0	1	0
163478290365055_383910214988527	great store plan and simply	1	0	0
163478290365055_472531092793105	Great price and awesome service!	1	0	0
17648521247_10150728473696248	I love working at Kohl's	1	0	0
17648521247_10151279833806248	I won at Kohl's thanks	1	0	0
179590995428478_340501186004124	Monkeys can do their job.	0	1	0
179590995428478_351525028235073	This Bank if a joke..	0	1	0
179590995428478_396900010364241	WHY are you so stupid ?	0	1	0
179590995428478_401856599868582	I wish 2 join u people.	0	1	0
179590995428478_420262661361309	why did you txts me	0	0	1
179590995428478_428018157252426	Can i work there please	0	0	1
199504650087085_318173294886886	UAL is just the best!!!! and if anyone doesn't like it... go to other guys!!!	1	0	0
21493231379_10150562695186380	what is my credit limit	0	0	1
21493231379_10151006695886380	I love the cashback bonus !!	1	0	0
21493231379_10151132224181380	FIND THE FIVE IS NOT LETTING ME PIN!!!! FIX PLEASE!	0	1	0
21493231379_10151186603856380	Your Student loan service sucks....	0	1	0
21493231379_10151232471406380	Are we all online yet?	0	0	1
313163945066_10151272501005067	is the USBANK site down??? trying to pay a bill.	0	0	1
56805881344_10150705163756345	"Thanks Kraft Foods.  Use almost daily, some type Kraft Foods..."	1	0	0
56805881344_10150786469391345	Those brownies look so good. I'm about to bake some.	1	0	0
56805881344_10150969903531345	This has alot of good sounding receipes. Check it out.	1	0	0
56805881344_10151030430081345	This is whats for dinner..	1	0	0
56805881344_10151055653701345	great recipes for busy people	1	0	0
60686173217_10150929165433218	how come i havent recieved my coupons in the mail... :(	0	0	1
60686173217_200246350096853	"Kroger we want ""LFTB"" Ground Beef http://www.youtube.com/watch?v=zoINmen0HDY check this video out about ""LFTB"" so-called ""Pinkslime""."	0	1	0
63445693036_10150818251403037	great store macys like it	1	0	0
63445693036_10151005718153037	Top doggs shop at Macy's.	1	0	0
63445693036_10151041372983037	Wtf I don't like Macys	0	1	0
63445693036_10151168206223037	I regret having tugged a rope in your parade.  Ernie	0	1	0
63445693036_10151168308238037	Dump Trump or go bankrupt.	0	1	0
63445693036_10151168569278037	Donald Trump is not helping!	0	1	0
